Country_or_Region,Year,Indicator,Value,Unit,Urbanization,Income_Quintile
Latin America & Caribbean,2021,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.77,Percentage of population,Total,All
Latin America & Caribbean,2021,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",14.08,Percentage of population,Total,All
Latin America & Caribbean,2021,UHC Service Coverage Index,80,0-100 scale,Total,All
Latin America & Caribbean,2021,UHC Service Coverage Index,72,0-100 scale,Total,All
Latin America & Caribbean,2021,UHC Service Coverage Index,81,0-100 scale,Total,All
Latin America & Caribbean,2021,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2021,UHC Service Coverage Index,89,0-100 scale,Total,All
Latin America & Caribbean,2022,Financial Hardship,63.97,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2022,Financial Hardship,25.02,Percentage of population,Total,Q2
Latin America & Caribbean,2022,Financial Hardship,3.86,Percentage of population,Total,Q3
Latin America & Caribbean,2022,Financial Hardship,2.55,Percentage of population,Total,Q4
Latin America & Caribbean,2022,Financial Hardship,1.8,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2022,Financial Hardship,20.28,Percentage of population,Total,All
Latin America & Caribbean,2022,Financial Hardship (Impoverishing),16.18,Percentage of population,Total,All
Latin America & Caribbean,2022,Financial Hardship (Large Non-Impoverishing),4.09,Percentage of population,Total,All
Latin America & Caribbean,2022,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.95,Percentage of population,Total,All
Latin America & Caribbean,2022,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",14.24,Percentage of population,Total,All
Latin America & Caribbean,2022,UHC Service Coverage Index,79,0-100 scale,Total,All
Latin America & Caribbean,2022,UHC Service Coverage Index,72,0-100 scale,Total,All
Latin America & Caribbean,2022,UHC Service Coverage Index,79,0-100 scale,Total,All
Latin America & Caribbean,2022,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2022,UHC Service Coverage Index,89,0-100 scale,Total,All
Latin America & Caribbean,2023,UHC Service Coverage Index,79,0-100 scale,Total,All
Latin America & Caribbean,2023,UHC Service Coverage Index,72,0-100 scale,Total,All
Latin America & Caribbean,2023,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2023,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2023,UHC Service Coverage Index,90,0-100 scale,Total,All
Latvia,1997,Financial Hardship,37.87,Percentage of population,Total,Q1 (Poorest)
Latvia,1997,Financial Hardship,19.85,Percentage of population,Total,Q2
Latvia,1997,Financial Hardship,5.67,Percentage of population,Total,Q3
Latvia,1997,Financial Hardship,3.53,Percentage of population,Total,Q4
Latvia,1997,Financial Hardship,1.66,Percentage of population,Total,Q5 (Richest)
Latvia,1997,Financial Hardship,13.72,Percentage of population,Total,All
Latvia,1997,Financial Hardship (Impoverishing),9.75,Percentage of population,Total,All
Latvia,1997,Financial Hardship (Large Non-Impoverishing),3.96,Percentage of population,Total,All
Latvia,1997,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.91,Percentage of population,Total,All
Latvia,1997,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",7.84,Percentage of population,Total,All
Latvia,2000,UHC Service Coverage Index,68,0-100 scale,Total,All
Latvia,2000,UHC Service Coverage Index,37,0-100 scale,Total,All
Latvia,2000,UHC Service Coverage Index,87,0-100 scale,Total,All
Latvia,2000,UHC Service Coverage Index,76,0-100 scale,Total,All
Latvia,2000,UHC Service Coverage Index,89,0-100 scale,Total,All
Latvia,2001,UHC Service Coverage Index,68,0-100 scale,Total,All
Latvia,2001,UHC Service Coverage Index,37,0-100 scale,Total,All
Latvia,2001,UHC Service Coverage Index,87,0-100 scale,Total,All
Latvia,2001,UHC Service Coverage Index,76,0-100 scale,Total,All
Latvia,2001,UHC Service Coverage Index,89,0-100 scale,Total,All
Latvia,2002,Catastrophic Spending (More than 10% of household budget),9.19,Percentage of population,Total,All
Latvia,2002,Catastrophic Spending (More than 25% of household budget),1.34,Percentage of population,Total,All
Latvia,2002,Financial Hardship,47,Percentage of population,Total,Q1 (Poorest)
Latvia,2002,Financial Hardship,13.93,Percentage of population,Total,Q2
Latvia,2002,Financial Hardship,6.37,Percentage of population,Total,Q3
Latvia,2002,Financial Hardship,1.82,Percentage of population,Total,Q4
Latvia,2002,Financial Hardship,0.5,Percentage of population,Total,Q5 (Richest)
Latvia,2002,Financial Hardship,13.94,Percentage of population,Total,All
Latvia,2002,Financial Hardship,17.92,Percentage of population,Rural area,All
Latvia,2002,Financial Hardship,12.04,Percentage of population,Urban area,All
Latvia,2002,Financial Hardship,5.65,Percentage of population,Total,All
Latvia,2002,Financial Hardship,12.02,Percentage of population,Total,All
Latvia,2002,Financial Hardship,20.3,Percentage of population,Total,All
Latvia,2002,Financial Hardship,18.87,Percentage of population,Total,All
Latvia,2002,Financial Hardship,21.12,Percentage of population,Total,All
Latvia,2002,Financial Hardship (Impoverishing),9.91,Percentage of population,Total,All
Latvia,2002,Financial Hardship (Large Non-Impoverishing),4.02,Percentage of population,Total,All
Latvia,2002,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.41,Percentage of population,Total,All
Latvia,2002,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",8.5,Percentage of population,Total,All
Latvia,2002,UHC Service Coverage Index,69,0-100 scale,Total,All
Latvia,2002,UHC Service Coverage Index,38,0-100 scale,Total,All
Latvia,2002,UHC Service Coverage Index,87,0-100 scale,Total,All
Latvia,2002,UHC Service Coverage Index,77,0-100 scale,Total,All
Latvia,2002,UHC Service Coverage Index,89,0-100 scale,Total,All
Latvia,2003,Catastrophic Spending (More than 10% of household budget),9.66,Percentage of population,Total,All
Latvia,2003,Catastrophic Spending (More than 25% of household budget),1.55,Percentage of population,Total,All
Latvia,2003,Financial Hardship,40.37,Percentage of population,Total,Q1 (Poorest)
Latvia,2003,Financial Hardship,16.54,Percentage of population,Total,Q2
Latvia,2003,Financial Hardship,6.58,Percentage of population,Total,Q3
Latvia,2003,Financial Hardship,2.81,Percentage of population,Total,Q4
Latvia,2003,Financial Hardship,0.5,Percentage of population,Total,Q5 (Richest)
Latvia,2003,Financial Hardship,13.37,Percentage of population,Total,All
Latvia,2003,Financial Hardship,20.09,Percentage of population,Rural area,All
Latvia,2003,Financial Hardship,10.17,Percentage of population,Urban area,All
Latvia,2003,Financial Hardship (Impoverishing),8.89,Percentage of population,Total,All
Latvia,2003,Financial Hardship (Large Non-Impoverishing),4.48,Percentage of population,Total,All
Latvia,2003,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.62,Percentage of population,Total,All
Latvia,2003,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",7.27,Percentage of population,Total,All
Latvia,2003,UHC Service Coverage Index,69,0-100 scale,Total,All
Latvia,2003,UHC Service Coverage Index,39,0-100 scale,Total,All
Latvia,2003,UHC Service Coverage Index,87,0-100 scale,Total,All
Latvia,2003,UHC Service Coverage Index,77,0-100 scale,Total,All
Latvia,2003,UHC Service Coverage Index,89,0-100 scale,Total,All
Latvia,2004,Catastrophic Spending (More than 10% of household budget),12.08,Percentage of population,Total,All
Latvia,2004,Catastrophic Spending (More than 25% of household budget),1.88,Percentage of population,Total,All
Latvia,2004,Financial Hardship,48.71,Percentage of population,Total,Q1 (Poorest)
Latvia,2004,Financial Hardship,17.18,Percentage of population,Total,Q2
Latvia,2004,Financial Hardship,6.2,Percentage of population,Total,Q3
Latvia,2004,Financial Hardship,2.59,Percentage of population,Total,Q4
Latvia,2004,Financial Hardship,0.47,Percentage of population,Total,Q5 (Richest)
Latvia,2004,Financial Hardship,15.04,Percentage of population,Total,All
Latvia,2004,Financial Hardship,19.16,Percentage of population,Rural area,All
Latvia,2004,Financial Hardship,13.08,Percentage of population,Urban area,All
Latvia,2004,Financial Hardship,6.42,Percentage of population,Total,All
Latvia,2004,Financial Hardship,11.51,Percentage of population,Total,All
Latvia,2004,Financial Hardship,24.36,Percentage of population,Total,All
Latvia,2004,Financial Hardship,19.2,Percentage of population,Total,All
Latvia,2004,Financial Hardship,26.8,Percentage of population,Total,All
Latvia,2004,Financial Hardship (Impoverishing),10.73,Percentage of population,Total,All
Latvia,2004,Financial Hardship (Large Non-Impoverishing),4.31,Percentage of population,Total,All
Latvia,2004,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,2.06,Percentage of population,Total,All
Latvia,2004,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",8.66,Percentage of population,Total,All
Latvia,2004,UHC Service Coverage Index,70,0-100 scale,Total,All
Latvia,2004,UHC Service Coverage Index,40,0-100 scale,Total,All
Latvia,2004,UHC Service Coverage Index,87,0-100 scale,Total,All
Latvia,2004,UHC Service Coverage Index,78,0-100 scale,Total,All
Latvia,2004,UHC Service Coverage Index,89,0-100 scale,Total,All
Latvia,2005,Financial Hardship,44.89,Percentage of population,Total,Q1 (Poorest)
Latvia,2005,Financial Hardship,13.62,Percentage of population,Total,Q2
Latvia,2005,Financial Hardship,5.05,Percentage of population,Total,Q3
Latvia,2005,Financial Hardship,2.17,Percentage of population,Total,Q4
Latvia,2005,Financial Hardship,0.97,Percentage of population,Total,Q5 (Richest)
Latvia,2005,Financial Hardship,13.35,Percentage of population,Total,All
Latvia,2005,Financial Hardship,16.88,Percentage of population,Rural area,All
Latvia,2005,Financial Hardship,11.67,Percentage of population,Urban area,All
Latvia,2005,Financial Hardship,5.16,Percentage of population,Total,All
Latvia,2005,Financial Hardship,9.08,Percentage of population,Total,All
Latvia,2005,Financial Hardship,19.62,Percentage of population,Total,All
Latvia,2005,Financial Hardship,18.15,Percentage of population,Total,All
Latvia,2005,Financial Hardship,29.41,Percentage of population,Total,All
Latvia,2005,Financial Hardship (Impoverishing),9.18,Percentage of population,Total,All
Latvia,2005,Financial Hardship (Large Non-Impoverishing),4.16,Percentage of population,Total,All
Latvia,2005,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.68,Percentage of population,Total,All
Latvia,2005,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",7.5,Percentage of population,Total,All
Latvia,2005,UHC Service Coverage Index,70,0-100 scale,Total,All
Latvia,2005,UHC Service Coverage Index,41,0-100 scale,Total,All
Latvia,2005,UHC Service Coverage Index,87,0-100 scale,Total,All
Latvia,2005,UHC Service Coverage Index,78,0-100 scale,Total,All
Latvia,2005,UHC Service Coverage Index,89,0-100 scale,Total,All
Latvia,2006,Financial Hardship,41.27,Percentage of population,Total,Q1 (Poorest)
Latvia,2006,Financial Hardship,12.38,Percentage of population,Total,Q2
Latvia,2006,Financial Hardship,4.17,Percentage of population,Total,Q3
Latvia,2006,Financial Hardship,2.4,Percentage of population,Total,Q4
Latvia,2006,Financial Hardship,0.47,Percentage of population,Total,Q5 (Richest)
Latvia,2006,Financial Hardship,12.14,Percentage of population,Total,All
Latvia,2006,Financial Hardship,14.35,Percentage of population,Rural area,All
Latvia,2006,Financial Hardship,11.1,Percentage of population,Urban area,All
Latvia,2006,Financial Hardship,6.81,Percentage of population,Total,All
Latvia,2006,Financial Hardship,7.81,Percentage of population,Total,All
Latvia,2006,Financial Hardship,16.74,Percentage of population,Total,All
Latvia,2006,Financial Hardship,17.67,Percentage of population,Total,All
Latvia,2006,Financial Hardship,25.76,Percentage of population,Total,All
Latvia,2006,Financial Hardship (Impoverishing),8.16,Percentage of population,Total,All
